address,name,online_order,book_table,rate,votes,phone,location,rest_type,dish_liked,cuisines,approx_cost(for two people)
"78, Main Road, Koramangala, Bangalore",Spice Villa 465,Yes,No,3.8/5,370,080 42739649,Koramangala,Casual Dining,Thali,Mexican,550
"34, Ring Road, Yelahanka, Bangalore",Golden Kitchen 466,Yes,No,NEW,315,080 45494539,Yelahanka,Quick Bites,"Idli, Butter Chicken, Thali, Pizza","Andhra, Biryani",200
"8, Cross, Banashankari, Bangalore",Blue Bites 467,Yes,No,4.2/5,171,080 45326497,Banashankari,Casual Dining,"Paneer Butter Masala, Pasta, Filter Coffee",Japanese,650
"182, 1st Block, Indiranagar, Bangalore",South Side Bites 468,Yes,Yes,4.2/5,138,080 42389226,Indiranagar,Quick Bites,Idli,South Indian,350
"88, 2nd Stage, MG Road, Bangalore",Grand Hub 469,Yes,No,3.8/5,124,080 46817079,MG Road,Quick Bites,Momos,"Continental, Japanese, Desserts",250
"53, 2nd Stage, Indiranagar, Bangalore",Local Kitchen 470,No,No,3.8/5,67,080 40689527,Indiranagar,Casual Dining,Momos,"Cafe Food, BBQ",700
"75, Cross, Koramangala, Bangalore",South Side Corner 471,Yes,No,3.9/5,18,080 49791089,Koramangala,Quick Bites,"Thali, Paneer Butter Masala, Noodles",BBQ,300
"171, 1st Block, Sarjapur Road, Bangalore",Grand Diner 472,No,No,4.1/5,507,080 45324927,Sarjapur Road,Cafe,"Chicken Wings, Burgers, Idli, Tandoori Chicken",BBQ,400
"128, 2nd Stage, Yelahanka, Bangalore",Classic Restaurant 473,Yes,No,4.6/5,273,080 47902520,Yelahanka,Casual Dining,,"Mexican, Chinese, BBQ",600
"18, Cross, Koramangala, Bangalore",Grand Junction 474,No,Yes,4.4/5,172,080 46506350,Koramangala,Delivery,"Tandoori Chicken, Masala Dosa",Bakery,500
"93, Main Road, Jayanagar, Bangalore",Green Point 475,Yes,No,3.9/5,47,080 43147004,Jayanagar,Dessert Parlor,,Mexican,300
"103, 2nd Stage, Koramangala, Bangalore",Grand Bistro 476,No,No,3.0/5,46,080 49196399,Koramangala,Quick Bites,"Filter Coffee, Pizza","South Indian, North Indian",300
"65, 2nd Stage, Malleshwaram, Bangalore",Punjabi Diner 477,No,No,4.3/5,51,080 40694714,Malleshwaram,Bar,"Momos, Noodles, Masala Dosa",Mexican,"1,500"
"6, 1st Block, BTM, Bangalore",The Diner 478,Yes,No,4.0/5,182,080 48199701,BTM,Quick Bites,Filter Coffee,Thai,400
"146, Cross, Indiranagar, Bangalore",Urban Point 479,Yes,No,4.1/5,123,080 49401358,Indiranagar,Delivery,"Burgers, Filter Coffee",Beverages,600
"95, Ring Road, Jayanagar, Bangalore",Golden Junction 480,Yes,No,4.1/5,132,080 48599063,Jayanagar,Cafe,"Thali, Idli, Tandoori Chicken","BBQ, Chinese",250
"46, Main Road, Electronic City, Bangalore",South Side Bar & Grill 481,Yes,Yes,NEW,134,080 47022463,Electronic City,Quick Bites,Waffles,"South Indian, Street Food",350
"2, 2nd Stage, Koramangala, Bangalore",Urban Villa 482,Yes,No,3.1/5,93,080 48658292,Koramangala,Quick Bites,"Chicken Wings, Sandwiches, Butter Chicken, Cold Coffee",Continental,500
"20, 2nd Stage, Koramangala, Bangalore",Curry House 483,Yes,No,4.1/5,43,080 46242059,Koramangala,Quick Bites,"Paneer Butter Masala, Burgers, Momos","Italian, North Indian",350
"109, Ring Road, Electronic City, Bangalore",The Kitchen 484,Yes,No,3.7/5,262,080 41625262,Electronic City,Delivery,"Rolls, Idli","Street Food, Desserts, Thai",400
"33, Main Road, Whitefield, Bangalore",Local Kitchen 485,No,No,4.6/5,70,080 47232219,Whitefield,Quick Bites,,"Chinese, Biryani, Street Food",350
"2, Cross, Hebbal, Bangalore",Blue Bites 486,No,No,-,745,080 49610203,Hebbal,Bakery,"Chicken Wings, Noodles, Masala Dosa","Mexican, South Indian, Street Food",350
"108, Cross, Jayanagar, Bangalore",Classic Bar & Grill 487,No,No,4.1/5,125,080 43580650,Jayanagar,Quick Bites,Cold Coffee,Italian,250
"81, Cross, Rajajinagar, Bangalore",Urban Cafe 488,No,No,4.1/5,182,080 40464035,Rajajinagar,Casual Dining,"Chocolate Brownie, Filter Coffee, Thali, Paneer Butter Masala","Mexican, Street Food, Desserts",550
"130, 1st Block, Jayanagar, Bangalore",Royal House 489,No,No,3.7/5,112,080 41305844,Jayanagar,Casual Dining,"Pizza, Idli, Masala Dosa",,550
"161, Cross, Jayanagar, Bangalore",Royal Adda 490,No,No,4.5/5,138,080 48869173,Jayanagar,Bar,"Chicken Wings, Burgers, Cold Coffee",Japanese,"1,250"
"84, Ring Road, MG Road, Bangalore",Café Corner 491,Yes,No,3.9/5,189,080 44200007,MG Road,Cafe,,"North Indian, Desserts, BBQ",100
"156, Ring Road, Koramangala, Bangalore",Blue House 492,Yes,No,3.8/5,174,080 43105882,Koramangala,Delivery,"Momos, Idli, Noodles, Filter Coffee",Fast Food,300
"193, 1st Block, MG Road, Bangalore",Café Kitchen 493,No,No,4.4/5,233,080 41433108,MG Road,Cafe,Burgers,"Street Food, Cafe Food",550
"83, Ring Road, Jayanagar, Bangalore",Spice Adda 494,Yes,No,4.7/5,233,080 46294995,Jayanagar,Quick Bites,"Paneer Butter Masala, Waffles",North Indian,350
"69, 2nd Stage, Rajajinagar, Bangalore",Golden Restaurant 495,No,No,3.3/5,127,080 46636752,Rajajinagar,Bakery,"Masala Dosa, Pizza, Idli","Street Food, Cafe Food",450
"73, Ring Road, Electronic City, Bangalore",Blue Diner 496,No,Yes,3.6/5,139,080 46886670,Electronic City,Cafe,Cold Coffee,"Biryani, Cafe Food, North Indian",100
"105, Cross, Marathahalli, Bangalore",Urban Junction 497,No,No,3.3/5,65,080 46796805,Marathahalli,Quick Bites,"Pasta, Masala Dosa","Continental, BBQ",300
"199, Cross, Marathahalli, Bangalore",Café Bites 498,Yes,Yes,4.1/5,196,080 42356102,Marathahalli,Casual Dining,"Masala Dosa, Chicken Wings, Pizza",Andhra,800
"149, Ring Road, BTM, Bangalore",Urban Corner 499,Yes,No,3.5/5,831,080 46024359,BTM,Casual Dining,Noodles,"Andhra, Desserts, Thai",400
"44, Cross, Basavanagudi, Bangalore",Curry Diner 500,No,Yes,4.1/5,32,080 46311448,Basavanagudi,Bar,Filter Coffee,"Mexican, Japanese, Chinese","1,150"
"183, Ring Road, BTM, Bangalore",Punjabi Cafe 501,Yes,No,NEW,303,080 48514480,BTM,Delivery,"Waffles, Pasta",Mexican,300
"43, Main Road, BTM, Bangalore",Green Bar & Grill 502,Yes,No,3.3/5,124,080 47074796,BTM,Fine Dining,"Tandoori Chicken, Pasta, Butter Chicken",North Indian,"1,400"
"73, Cross, Indiranagar, Bangalore",Punjabi Bistro 503,No,No,3.6/5,212,080 47057840,Indiranagar,Delivery,Paneer Butter Masala,"Chinese, BBQ",200
"32, 2nd Stage, MG Road, Bangalore",Urban Express 504,Yes,No,3.4/5,140,080 41448778,MG Road,Delivery,,"Andhra, Fast Food, Beverages",300
"127, Ring Road, Malleshwaram, Bangalore",Grand Hub 505,No,No,4.2/5,229,080 42952243,Malleshwaram,Fine Dining,Waffles,Mughlai,"1,500"
"58, Main Road, Marathahalli, Bangalore",South Side House 506,No,No,-,156,080 42344182,Marathahalli,Casual Dining,"Cold Coffee, Filter Coffee, Tandoori Chicken, Burgers","Mexican, Continental",650
"129, Cross, Koramangala, Bangalore",The Bistro 507,No,No,3.4/5,78,080 43309220,Koramangala,Dessert Parlor,"Burgers, Sandwiches, Cold Coffee","Chinese, Bakery, BBQ",200
"101, 2nd Stage, Koramangala, Bangalore",Royal Bar & Grill 508,Yes,No,3.5/5,69,080 41630485,Koramangala,Food Court,,"Andhra, Desserts",350
"185, 1st Block, Whitefield, Bangalore",Café Corner 509,No,No,3.6/5,240,080 45024417,Whitefield,Quick Bites,Thali,"Mughlai, Mexican",250
"12, 1st Block, Whitefield, Bangalore",South Side Kitchen 510,Yes,No,4.8/5,609,080 41522412,Whitefield,Delivery,Paneer Butter Masala,"Thai, Fast Food",400
"158, 1st Block, Jayanagar, Bangalore",Punjabi House 511,Yes,No,3.9/5,162,080 46997018,Jayanagar,Cafe,"Idli, Filter Coffee",,600
"140, Cross, Jayanagar, Bangalore",Golden Corner 512,Yes,No,3.3/5,22,080 49398797,Jayanagar,Quick Bites,,"South Indian, North Indian, BBQ",250
"133, Ring Road, BTM, Bangalore",Classic Bites 513,No,No,3.7/5,144,080 42424657,BTM,Casual Dining,Gulab Jamun,Mughlai,650
"12, 1st Block, BTM, Bangalore",Golden Express 514,Yes,No,4.1/5,317,080 44526397,BTM,Delivery,Waffles,"Thai, Desserts, North Indian",400
"132, 2nd Stage, Electronic City, Bangalore",Urban Bar & Grill 515,Yes,No,4.1/5,136,080 43705851,Electronic City,Dessert Parlor,"Chicken Wings, Gulab Jamun",South Indian,500
"36, 1st Block, Sarjapur Road, Bangalore",Spice Express 516,Yes,Yes,NEW,24,080 40581668,Sarjapur Road,Quick Bites,Waffles,Thai,450
"6, 2nd Stage, Rajajinagar, Bangalore",The Adda 517,Yes,No,4.1/5,191,080 41996119,Rajajinagar,Dessert Parlor,"Momos, Waffles",Andhra,400
"83, 1st Block, Whitefield, Bangalore",Curry Diner 518,Yes,No,4.3/5,336,080 41703955,Whitefield,Quick Bites,"Butter Chicken, Tandoori Chicken, Paneer Butter Masala","Biryani, Thai, Desserts",450
"122, Cross, MG Road, Bangalore",Grand Diner 519,Yes,No,3.0/5,185,080 42454490,MG Road,Casual Dining,,"BBQ, Biryani",750
"56, Cross, BTM, Bangalore",Local Bistro 520,Yes,No,3.6/5,289,080 41752853,BTM,Cafe,"Momos, Sandwiches, Tandoori Chicken, Masala Dosa","Chinese, Fast Food",450
"131, Ring Road, Rajajinagar, Bangalore",Blue House 521,No,Yes,3.9/5,194,080 45405119,Rajajinagar,Dessert Parlor,"Chocolate Brownie, Waffles",Japanese,400
"79, 1st Block, Jayanagar, Bangalore",Blue Point 522,No,No,3.6/5,54,080 43054417,Jayanagar,Delivery,"Tandoori Chicken, Cold Coffee, Gulab Jamun, Pasta",BBQ,450
"175, Main Road, JP Nagar, Bangalore",Green Express 523,Yes,No,4.7/5,602,080 42463737,JP Nagar,Casual Dining,Cold Coffee,"North Indian, Street Food, Beverages",650
"165, 1st Block, Indiranagar, Bangalore",Spice Adda 524,Yes,No,4.4/5,280,080 48143292,Indiranagar,Bakery,Momos,"Continental, North Indian, Andhra",350
"196, 1st Block, HSR Layout, Bangalore",Golden Restaurant 525,Yes,Yes,4.9/5,180,080 48780021,HSR Layout,Cafe,"Sandwiches, Chicken Wings, Thali, Chocolate Brownie",BBQ,500
"77, Cross, Koramangala, Bangalore",South Side Corner 526,Yes,No,4.6/5,100,080 41400036,Koramangala,Quick Bites,"Thali, Momos, Pasta, Rolls","Fast Food, BBQ, Beverages",500
"9, Main Road, Banashankari, Bangalore",Spice Cafe 527,Yes,Yes,3.4/5,313,080 40216812,Banashankari,Dessert Parlor,Chocolate Brownie,"Chinese, Italian, Biryani",200
"107, 1st Block, Electronic City, Bangalore",Classic House 528,Yes,No,3.9/5,171,080 46504565,Electronic City,Casual Dining,Cold Coffee,"South Indian, BBQ",650
"141, 1st Block, Sarjapur Road, Bangalore",The Hub 529,Yes,No,NEW,46,080 40355808,Sarjapur Road,Delivery,"Butter Chicken, Thali","North Indian, Desserts, Continental",350
"34, Cross, BTM, Bangalore",Café Point 530,No,No,3.6/5,151,080 49601005,BTM,Quick Bites,"Pizza, Biryani","Thai, Andhra",300
"131, 1st Block, Koramangala, Bangalore",Red Express 531,Yes,Yes,4.0/5,172,080 41298206,Koramangala,Dessert Parlor,Thali,Bakery,400
"184, Ring Road, Koramangala, Bangalore",Blue Junction 532,No,No,3.2/5,316,080 49365765,Koramangala,Casual Dining,"Waffles, Butter Chicken, Gulab Jamun",Fast Food,750
"45, Cross, HSR Layout, Bangalore",Royal Bites 533,Yes,No,3.3/5,168,080 45223903,HSR Layout,Quick Bites,,"Cafe Food, Mexican",300
"191, Main Road, Koramangala, Bangalore",South Side Junction 534,No,Yes,NEW,241,080 43621858,Koramangala,Quick Bites,"Butter Chicken, Burgers",Desserts,250
"64, Ring Road, Sarjapur Road, Bangalore",Blue Villa 535,Yes,No,4.9/5,641,080 44170136,Sarjapur Road,Casual Dining,"Rolls, Biryani","Beverages, North Indian, Desserts",550
"95, Cross, Basavanagudi, Bangalore",Green Bistro 536,No,No,4.0/5,171,080 47323671,Basavanagudi,Food Court,"Butter Chicken, Waffles, Burgers","BBQ, Chinese",400
"126, Main Road, BTM, Bangalore",Red Bites 537,Yes,No,3.7/5,875,080 49963222,BTM,Casual Dining,"Pizza, Sandwiches, Momos, Paneer Butter Masala","Mughlai, Italian",750
"8, 2nd Stage, Marathahalli, Bangalore",The Express 538,Yes,No,NEW,197,080 45621485,Marathahalli,Cafe,Pasta,"North Indian, Biryani",400
"164, Main Road, MG Road, Bangalore",Spice Cafe 539,No,No,4.2/5,190,080 46217328,MG Road,Dessert Parlor,,"South Indian, Street Food, Beverages",400
"83, 2nd Stage, HSR Layout, Bangalore",Urban Bar & Grill 540,No,Yes,3.8/5,339,080 43158127,HSR Layout,Quick Bites,"Idli, Waffles",Thai,400
"121, Cross, Malleshwaram, Bangalore",Golden Corner 541,Yes,No,3.7/5,298,080 48432100,Malleshwaram,Sweet Shop,Sandwiches,"Andhra, Cafe Food, Italian",300
"12, 2nd Stage, Hebbal, Bangalore",Red Kitchen 542,No,No,3.7/5,172,080 43052164,Hebbal,Delivery,Chicken Wings,"Japanese, Beverages, Street Food",400
"25, Cross, Whitefield, Bangalore",South Side Bar & Grill 543,No,No,-,327,080 44263070,Whitefield,Delivery,Chocolate Brownie,Beverages,300
"143, Cross, Banashankari, Bangalore",Spice Point 544,Yes,No,3.5/5,221,080 40030269,Banashankari,Bar,"Momos, Cold Coffee","BBQ, Biryani","1,450"
"109, Main Road, Marathahalli, Bangalore",Café Bar & Grill 545,Yes,No,3.2/5,79,080 44682781,Marathahalli,Casual Dining,"Paneer Butter Masala, Thali, Waffles, Sandwiches","Beverages, Bakery",500
"73, 1st Block, Electronic City, Bangalore",Punjabi Bites 546,No,No,4.0/5,148,080 47921574,Electronic City,Cafe,,Fast Food,350
"120, 2nd Stage, Indiranagar, Bangalore",Spice Hub 547,No,No,3.9/5,383,080 48561827,Indiranagar,Dessert Parlor,"Idli, Biryani, Burgers, Pizza","Italian, BBQ",300
"96, Cross, MG Road, Bangalore",Spice House 548,Yes,No,-,192,080 46471874,MG Road,Cafe,"Masala Dosa, Gulab Jamun, Biryani, Chicken Wings","Mughlai, Thai, Bakery",400
"157, 1st Block, Yelahanka, Bangalore",Curry Hub 549,Yes,Yes,-,132,080 46063913,Yelahanka,Cafe,"Thali, Rolls","BBQ, Bakery",300
"139, Ring Road, Indiranagar, Bangalore",Classic Junction 550,Yes,No,3.4/5,192,080 40359178,Indiranagar,Kiosk,"Sandwiches, Chocolate Brownie","Desserts, Japanese",150
"77, Ring Road, Bellandur, Bangalore",Spice Adda 551,Yes,No,3.9/5,29,080 40957068,Bellandur,Casual Dining,"Noodles, Pasta, Idli","Biryani, Desserts, Continental",650
"162, Cross, Malleshwaram, Bangalore",Green House 552,Yes,No,4.1/5,232,080 46457164,Malleshwaram,Quick Bites,"Pizza, Gulab Jamun",Desserts,300
"155, 1st Block, Indiranagar, Bangalore",Blue Villa 553,No,No,4.5/5,265,080 48476212,Indiranagar,Cafe,"Paneer Butter Masala, Sandwiches, Chicken Wings","Andhra, Thai, Mexican",550
"125, 2nd Stage, Bellandur, Bangalore",Green Point 554,Yes,No,NEW,160,080 49064683,Bellandur,Casual Dining,Pasta,Desserts,850
"191, 1st Block, MG Road, Bangalore",Classic Point 555,Yes,No,4.0/5,356,080 44029556,MG Road,Casual Dining,Chocolate Brownie,"South Indian, Biryani, Mexican",750
"189, 1st Block, JP Nagar, Bangalore",South Side Bistro 556,Yes,No,3.8/5,176,080 43362573,JP Nagar,Quick Bites,"Biryani, Tandoori Chicken, Sandwiches, Rolls","Thai, Continental, Beverages",400
"18, Cross, Malleshwaram, Bangalore",Blue Adda 557,No,No,3.8/5,358,080 47384347,Malleshwaram,Quick Bites,"Biryani, Butter Chicken","Street Food, Desserts",350
"45, 2nd Stage, JP Nagar, Bangalore",Golden Adda 558,Yes,No,3.3/5,223,080 48978610,JP Nagar,Sweet Shop,"Cold Coffee, Pasta, Rolls, Idli","South Indian, Beverages",350
"135, 1st Block, HSR Layout, Bangalore",Local Express 559,No,No,3.9/5,182,080 41808638,HSR Layout,Pub,Momos,"Mexican, Continental",950
"17, Ring Road, Jayanagar, Bangalore",South Side Express 560,Yes,Yes,4.0/5,113,080 49689916,Jayanagar,Delivery,"Butter Chicken, Noodles, Paneer Butter Masala","Fast Food, Thai",350
"139, Main Road, Hebbal, Bangalore",Blue Bistro 561,Yes,No,4.3/5,143,080 48647305,Hebbal,Delivery,"Filter Coffee, Masala Dosa, Momos","Fast Food, Andhra",250
"15, 2nd Stage, Bellandur, Bangalore",Royal Restaurant 562,No,No,3.5/5,405,080 42928321,Bellandur,Quick Bites,Sandwiches,Thai,250
"45, Main Road, Whitefield, Bangalore",Blue Kitchen 563,No,No,3.6/5,601,080 47067630,Whitefield,Cafe,"Filter Coffee, Chocolate Brownie, Gulab Jamun","Andhra, Bakery, Japanese",600
"163, Main Road, Electronic City, Bangalore",Royal Restaurant 564,Yes,No,3.9/5,487,080 44975098,Electronic City,Quick Bites,"Sandwiches, Chicken Wings, Gulab Jamun",,450
"142, Ring Road, Marathahalli, Bangalore",Local Villa 565,Yes,Yes,4.3/5,390,080 43104101,Marathahalli,Casual Dining,"Filter Coffee, Rolls","Chinese, BBQ, Cafe Food",550
"110, Main Road, HSR Layout, Bangalore",Café Hub 566,No,Yes,4.6/5,738,080 46810589,HSR Layout,Pub,"Paneer Butter Masala, Masala Dosa, Thali, Momos","Desserts, Mexican",900
"61, Main Road, Sarjapur Road, Bangalore",Curry House 567,No,No,4.4/5,410,080 44464212,Sarjapur Road,Casual Dining,Paneer Butter Masala,"North Indian, Street Food, Andhra",450
"167, Main Road, Electronic City, Bangalore",Local Restaurant 568,Yes,No,4.1/5,513,080 40302247,Electronic City,Cafe,Biryani,"Beverages, Italian",650
"187, 2nd Stage, Marathahalli, Bangalore",Golden Kitchen 569,Yes,No,3.9/5,246,080 46319931,Marathahalli,Casual Dining,"Filter Coffee, Pasta","South Indian, Mexican",750
"185, 2nd Stage, Electronic City, Bangalore",Curry Kitchen 570,Yes,No,3.3/5,148,080 45263880,Electronic City,Dessert Parlor,Momos,"Japanese, BBQ, Thai",250
"160, 1st Block, HSR Layout, Bangalore",Grand Corner 571,Yes,No,4.3/5,32,080 47659141,HSR Layout,Casual Dining,"Idli, Tandoori Chicken, Noodles","Andhra, Japanese, South Indian",650
"19, Main Road, Indiranagar, Bangalore",Café Bar & Grill 572,No,No,4.2/5,163,080 40332331,Indiranagar,Delivery,"Pasta, Burgers","Chinese, Desserts",400
"170, Main Road, Indiranagar, Bangalore",Golden Kitchen 573,Yes,No,3.4/5,412,080 47583024,Indiranagar,Kiosk,Chocolate Brownie,"Biryani, Continental, Cafe Food",150
"194, Cross, MG Road, Bangalore",Punjabi Kitchen 574,Yes,No,3.9/5,254,080 44770158,MG Road,Sweet Shop,Pizza,Desserts,350
"37, Cross, Banashankari, Bangalore",Café Hub 575,No,No,3.4/5,122,080 46186703,Banashankari,Delivery,"Rolls, Filter Coffee, Burgers, Masala Dosa","Chinese, Mexican, BBQ",150
"58, Ring Road, Electronic City, Bangalore",Grand Bar & Grill 576,Yes,Yes,4.4/5,333,080 49372391,Electronic City,Cafe,"Chocolate Brownie, Sandwiches, Rolls","Japanese, Mexican",500
"103, 1st Block, Basavanagudi, Bangalore",Local Kitchen 577,No,No,3.7/5,397,080 45160305,Basavanagudi,Quick Bites,"Pasta, Tandoori Chicken, Gulab Jamun, Burgers","Thai, BBQ, South Indian",250
"67, Main Road, Whitefield, Bangalore",Golden Point 578,Yes,No,3.9/5,99,080 42216379,Whitefield,Delivery,"Noodles, Masala Dosa, Pizza","Continental, Japanese",300
"24, 1st Block, Marathahalli, Bangalore",Red Kitchen 579,No,No,3.7/5,242,080 43360444,Marathahalli,Casual Dining,"Gulab Jamun, Cold Coffee, Thali","Fast Food, Chinese",600
"111, Cross, MG Road, Bangalore",Local Hub 580,No,No,-,57,080 47676407,MG Road,Quick Bites,Tandoori Chicken,"BBQ, Beverages, Desserts",400
"66, Main Road, HSR Layout, Bangalore",Blue Diner 581,No,No,3.9/5,170,080 42966662,HSR Layout,Quick Bites,"Tandoori Chicken, Rolls",Thai,400
"53, 1st Block, HSR Layout, Bangalore",Golden Bites 582,Yes,No,3.8/5,430,080 44146311,HSR Layout,Quick Bites,"Biryani, Rolls","Biryani, Continental, Mexican",250
"137, 2nd Stage, Whitefield, Bangalore",Spice Point 583,Yes,No,3.6/5,77,080 49892672,Whitefield,Quick Bites,"Cold Coffee, Paneer Butter Masala, Butter Chicken, Burgers","South Indian, Chinese",250
"145, Ring Road, Rajajinagar, Bangalore",Classic Bistro 584,Yes,No,3.8/5,273,080 44325694,Rajajinagar,Delivery,Waffles,"BBQ, Thai, Street Food",500
"34, Ring Road, Bellandur, Bangalore",Golden Bistro 585,Yes,No,3.9/5,59,080 44221809,Bellandur,Cafe,Rolls,Biryani,450
"73, 1st Block, BTM, Bangalore",Royal Junction 586,Yes,No,3.3/5,168,080 49062967,BTM,Pub,"Pasta, Idli, Waffles, Cold Coffee","BBQ, Continental, North Indian",650
"181, Cross, Koramangala, Bangalore",Classic Adda 587,Yes,Yes,4.8/5,184,080 48434839,Koramangala,Delivery,"Gulab Jamun, Cold Coffee, Burgers",South Indian,350
"159, 1st Block, Basavanagudi, Bangalore",Red Diner 588,Yes,Yes,4.7/5,148,080 45080418,Basavanagudi,Fine Dining,"Tandoori Chicken, Gulab Jamun, Idli, Thali",,800
"4, Cross, MG Road, Bangalore",Spice Point 589,Yes,No,4.3/5,227,080 40550979,MG Road,Bar,"Momos, Pasta, Filter Coffee, Waffles",Japanese,"1,000"
"187, Main Road, Koramangala, Bangalore",Curry Restaurant 590,Yes,No,4.4/5,166,080 41559459,Koramangala,Casual Dining,Momos,"Thai, Beverages, Andhra",800
"165, 1st Block, MG Road, Bangalore",Blue Kitchen 591,Yes,Yes,3.8/5,114,080 49753953,MG Road,Casual Dining,"Filter Coffee, Waffles","South Indian, Italian",500
"66, Cross, Bellandur, Bangalore",Blue Kitchen 592,Yes,No,3.7/5,200,080 47805044,Bellandur,Casual Dining,Biryani,"Mexican, Chinese, Andhra",950
"37, Cross, Jayanagar, Bangalore",Green Kitchen 593,Yes,No,3.7/5,236,080 43977730,Jayanagar,Quick Bites,,"South Indian, Mughlai",400
"70, Ring Road, Koramangala, Bangalore",Royal Bites 594,Yes,No,4.7/5,204,080 42847130,Koramangala,Casual Dining,Gulab Jamun,Andhra,850
"175, 1st Block, Koramangala, Bangalore",The Kitchen 595,Yes,No,4.0/5,200,080 49848670,Koramangala,Delivery,"Pasta, Idli, Chicken Wings, Waffles","Street Food, Japanese, Thai",400
"38, Cross, Koramangala, Bangalore",Curry Hub 596,Yes,Yes,4.9/5,75,080 41493899,Koramangala,Quick Bites,Burgers,"Continental, Bakery",400
"39, Cross, Yelahanka, Bangalore",South Side Corner 597,Yes,Yes,4.5/5,230,080 42541767,Yelahanka,Quick Bites,"Paneer Butter Masala, Chicken Wings","Chinese, North Indian",550
"195, 1st Block, BTM, Bangalore",Grand Bistro 598,Yes,Yes,4.5/5,238,080 48252764,BTM,Quick Bites,"Idli, Masala Dosa",North Indian,300
"58, Cross, Bellandur, Bangalore",Punjabi Villa 599,No,Yes,4.1/5,112,080 40571852,Bellandur,Delivery,Filter Coffee,"Chinese, Andhra, Biryani",300
